brand_name,item_name,brand_id,item_id,upc,item_type,item_description,nf_ingredient_statement,nf_calories,nf_calories_from_fat,nf_total_fat,nf_saturated_fat,nf_trans_fatty_acid,nf_polyunsaturated_fat,nf_monounsaturated_fat,nf_cholesterol,nf_sodium,nf_total_carbohydrate,nf_dietary_fiber,nf_sugars,nf_protein,nf_vitamin_a_dv,nf_vitamin_c_dv,nf_calcium_dv,nf_iron_dv,nf_potassium,nf_servings_per_container,nf_serving_size_qty,nf_serving_size_unit,nf_serving_weight_grams,metric_qty,metric_uom,images_front_full_url,updated_at,section_ids
Maple Leaf Natural Selections,"Pizza Snacks, Pepperoni & Bacon",553bf00dd2aa910638bbaf13,553bef3c826ced140d5856fe,63100109578,2,null,null,210,72,8,3.5,0.1,null,null,15,420,23,2,4,12,6,2,10,8,null,null,1,pizza snack,85,85,g,https://d1r9wva3zcpswd.cloudfront.net/553bef9bd2d6d6b2797273ea.jpeg,2015-04-25T19:48:43+00:00,null
Trader Joe's,Just Chicken,51db381b176fe9790a89b587,54f4f16b687cb1c252cc1580,30204386,2,null,null,130,25,2.5,1,0,null,null,65,210,1,0,0,24,0,0,2,4,null,5,3,oz,85,85,g,https://d1r9wva3zcpswd.cloudfront.net/54f5b725a79a909a0a3e6f77.jpeg,2015-03-03T13:29:10+00:00,null
Morton & Bassett Spices,Pure Vanilla Extract,5564ed4e0620b94f48f419bd,55858fa8f1572eb8087562b4,16291445802,2,null,null,12,null,0,null,null,null,null,null,0,0,null,null,0,null,null,null,null,null,23,1,tsp,null,5,ml,https://d1r9wva3zcpswd.cloudfront.net/558591b0c24f6c897deb3b75.jpeg,2015-06-20T16:15:45+00:00,null
Ultimate Nutrition,"Massive Whey Gainer, Delicious Strawberry Flavor",51db37ca176fe9790a899789,51c3d03997c3e6d8d3b50a52,99071002020,2,Delicious Strawberry Flavor,"Premium Ultra and Microfiltrated Whey Protein (High Protein Concentrate and Isolate), Glucose Polymers (Maltodextrin), Crystalline Fructose, Natural Strawberry Flavor, Natural and Artificial Vanilla Flavor, Beet Powder (Color), Ascorbic Acid, Vitamin A Palmitate, Niacinamide, Calcium Pantothenate, Vitamin D3, Riboflavin, Vitamin E Acetate, Thiamin Mononitrate, Pyridoxine HCL, Vitamin B12, Folic Acid, and Biotin. Essential Amino Acids: L-Leucine (7020 mg), L-Isoleucine (3390 mg), L-Valine (2626 mg), L-Lysine (5826 mg), L-Threonine (2294 mg), L-Methionine (1127 mg), L-Phenylalanine (2116 mg), L-Tryptophan (1401 mg). Non-Essential Amino Acids: L-Arginine (1003 mg), L-Aspartic Acid (5641 mg), L-Cystine/Cystein (2024 mg), L-Alanine (2778 mg), L-Glutamic Acid (9276 mg), L-Glycine (1038 mg), L-Histidine (1127 mg), L-Proline (2273 mg), L-Serine (2149 mg), L-Tyrosine (1889 mg).",628,36,4,2,null,null,null,57,105,93,0,42,55,0,0,23,0,null,12,4,scoops,167,167,g,null,2014-11-24T20:24:24+00:00,null
Wonka,"Candy Bar, Triple Dazzle Caramel",51db37be176fe9790a898ee1,51c3ed1597c3e6de73cbaf69,79200034757,2,Triple Dazzle Caramel,"Sugar, Cocoa Butter, Corn Syrup, Chocolate, Nonfat Milk, Sweetened Condensed Milk, Butter, Milkfat, Lactose, Less than 2% of Hydrogenated Coconut Oil, Fructose, Natural and Artificial Flavors, Salt, Mono and Diglycerides, Soy Lecithin, TBHQ and Citric Acid (to Preserve Freshness).",200,100,12,7,0,null,null,10,75,22,1,18,1,2,0,4,0,null,2.5,4,pieces,40,40,g,null,2014-11-24T20:24:24+00:00,null
Honey Drop,Raw Local Honey,54982f6b4112493933526359,54982f43dffb5d754bfcc6f0,894340002219,2,null,null,90,0,0,0,0,null,null,0,0,23,3,24,3,0,8,6,0,null,null,1,bottle,null,296,ml,https://d1r9wva3zcpswd.cloudfront.net/5498394a83faf9150d6a2933.jpeg,2014-12-22T15:31:22+00:00,null
Twizzlers,"Candy, Pull-N-Peel, Cherry, King Size",51db37d3176fe9790a899efd,51c3712b97c3e69de4b0ab57,34000531073,2,"Pull-N-Peel, Cherry, King Size","Corn Syrup, Enriched Wheat Flour (Flour, Niacin, Ferrous Sulfate, Thiamine Mononitrate, Riboflavin, and Folic Acid), Sugar, Contains 2% or Less of: Palm Oil, Glyceryl Monostearate, Salt, Cornstarch, Glycerin, Natural and Artificial Flavor, Citric Acid, Potassium Sorbate (Preservative), Artificial Color (Red 40), Sulfur Dioxide, to Maintain Freshness.",140,5,1,0,0,null,null,0,85,31,0,17,0,0,0,0,2,null,45,2,pieces,40,40,g,null,2014-11-24T20:24:24+00:00,null
Weber,"Sweet N' Tangy BBQ 6.75 Oz, Seasoning",51db37b2176fe9790a89854c,51c549a497c3e6efadd5ffc2,30684894718,2,Seasoning,"Salt, Brown Sugar, Sugar, Dehydrated Tomato, Garlic Powder, Chili Pepper and Other Spices, Onion Powder, Molasses, Maltodextrin, Calcium Stearate and Calcium Slicate (Anti-Caking Agents), Soy Sauce (Wheat, Soybeans, Salt) Soy Flour, Wheat Starch, Red Pepper, Extractives of Paprika (Color), Natural Smoke Flavor, Disodium Inosinate and Guanylate, White Distilled Vinegar and Lecithin. Contains Soy and Wheat.",5,0,null,null,null,null,null,null,95,1,null,null,0,0,0,0,0,null,192,1,G,1,1,g,null,2014-11-24T20:24:24+00:00,null
Fischer & Wieser,"Preserves, Raspberry Apricot Pecan",51db37e2176fe9790a89a461,51c3644797c3e69de4b04275,20138133258,2,Raspberry Apricot Pecan,"Fruit (Apricots, Raspberries), Sugar, Pecans, Pectin.",50,0,0,0,null,null,null,0,0,13,0,13,0,0,2,0,0,null,15,1,tbsp,21,21,g,null,2014-11-24T20:24:24+00:00,null
Aah Bisto,"Gravy Mix, The Original",51db37b5176fe9790a898866,51c3c5a097c3e6d8d3b4b82d,56781000753,2,The Original,"Potato Starch, Salt, Wheat Starch, Caramel Color, Dried Yeast, Onion Powder.",10,0,0,null,null,null,null,null,420,3,null,0,0,0,0,0,0,null,50,1.5,tsp,5,5,g,null,2014-11-24T20:24:24+00:00,null
Virginia Peanut Company,"Peanuts, Brittle 8 Oz",51db37c9176fe9790a8996a6,51c549d897c3e6efadd6014e,30684840470,2,Brittle 8 Oz,"Peanuts, Syrup, Sugar, Baking Soda. May Contain Nut Traces.",130,40,4,1,0,null,null,0,10,18,1,10,4,0,0,0,0,null,12,28,G,28,28,g,null,2014-11-24T20:24:24+00:00,null
Gerber,"Garden Mashers, Cheddar Potatoes & Broccoli",51db37b6176fe9790a89896d,51c357d197c3e69de4aff016,1570000094,2,Cheddar Potatoes & Broccoli,"Potatoes (Water, Dried Potatoes), Water, Broccoli, Dried Cheddar Cheese, (Pasteurized Milk, Cheese Culture, Salt, Enzymes), Potato Starch, Butter, Pear Juice Concentrate, Salt, Onion/Powder, Whey (From Milk), Dried Cheese (Cultured Pasteurized Milk, Salt, Enzymes, Dried Yeast, Autolyzed Yeast Extract, Natural Flavor, Buttermilk Powder, Annatto Color and Soy Lecithin.",80,20,null,null,0,null,null,null,null,null,null,1,3,6,0,6,2,null,1,1,container,null,null,null,null,2014-11-24T20:24:24+00:00,null
Jennie-O Turkey Store,"Turkey Meatballs (821506), Italian Style Lean",51db37b3176fe9790a898644,51c542aa97c3e6efadd5c906,42222821568,2,Italian Style Lean,"Turkey, Water, Seasoning (Dehydrated Onion, Dried Cane Syrup, Salt, Spices, Dehydrated Garlic, Dehydrated Parsley, Spice Extract), Rice Bran, Soy Protein Concentrate (With Caramel Color), Natural Flavoring.",160,80,8,2,0,null,null,75,620,3,0,1,18,0,2,4,8,null,4,84,G,84,84,g,null,2014-11-24T20:24:24+00:00,null
Rancher's Reserve,"Beef Steaks, Loin, Top Sirloin",51db37b8176fe9790a898aee,51d37db4cc9bff5553aaa60e,201346000000,2,"Loin, Top Sirloin",100% US beef.,270,180,20,8,null,null,null,75,65,0,null,null,21,0,0,0,10,null,null,4,oz,112,112,g,null,2014-11-24T20:24:24+00:00,null
Orion,Choco Pie,51db382e176fe9790a89b8db,55678fba759f78be7bd7d861,716680935616,2,null,null,130,45,5,3.5,0,null,null,0,75,20,0.5,12,1,0,0,2,4,null,48,30,g,30,30,g,https://d1r9wva3zcpswd.cloudfront.net/556790a3759f78be7bd7d897.jpeg,2015-05-28T22:03:15+00:00,null
Bonga,"Baobab Superfood Chews, Raspberry",54072c9c7f1cfd9d3a07a881,54072c9f7f1cfd9d3a07a883,854061005074,2,null,null,90,0,1,0,0,null,null,0,0,30,7,14,2,1,60,2,0,40,null,1,packet,40,40,g,https://d1r9wva3zcpswd.cloudfront.net/54073998a67cfab13a61ab11.jpeg,2014-11-24T20:24:24+00:00,null
Rowe Farms,"Chicken Wings, Sweet Paprika",551fae666e3c45d33db7f73a,55310aa763c037a064fb5967,770346063020,2,null,null,290,162,18,5,0,null,null,75,610,7,1,6,25,2,0,2,8,null,null,4,pieces,100,100,g,https://d1r9wva3zcpswd.cloudfront.net/55310bf0d00705285809b2c9.jpeg,2015-04-17T13:34:41+00:00,null
Chobani Greek Yogurt,Salted Caramel Crunch,555f51fa68cd008d7af1e5a6,55843f726516c17a2bfbc3d2,2417000055,2,null,null,190,45,5,2.5,0,null,null,15,170,25,0.5,17,12,0,0,15,4,null,null,1,container,150,150,g,https://d1r9wva3zcpswd.cloudfront.net/55843fbf6516c17a2bfbc3df.jpeg,2015-06-19T16:13:51+00:00,null
Jfc International Inc.,Seasoned Plum,51db37cf176fe9790a899c8e,55196b846bf10321588142e0,11152139869,2,null,null,20,0,0,0,0,null,null,0,1290,5,1,4,0,0,0,0,0,null,3.5,1,oz,28,28,g,https://d1r9wva3zcpswd.cloudfront.net/55196c442e71ab0f580927f3.jpeg,2015-03-30T15:31:16+00:00,null
Philadelphia,"Whipped Cream Cheese, Chive",51db37bc176fe9790a898e3a,553c5fca9e6799856f9579b2,68100896503,2,null,null,35,27,3,2,0.1,null,null,10,75,1,0,1,1,4,0,2,0,null,null,12,gram,12,12,g,https://d1r9wva3zcpswd.cloudfront.net/553c610aa106f6d21deaac8e.jpeg,2015-04-26T03:52:42+00:00,null
Aleia's,"Gluten Free, Chocolate Chunk Cookies",51db37b9176fe9790a898b86,54fe645f74a6d29e2f18ff57,855930001586,2,null,null,80,35,4,2.5,0,0,1,10,45,12,1,6,1,0,0,0,4,null,14,1,cookie,18,18,g,https://d1r9wva3zcpswd.cloudfront.net/54fe817128e6258d2fcf900f.jpeg,2015-03-10T05:30:25+00:00,null
Dannon,"Yogurt, Nonfat,  Strawberry Flavor, with Rainbow Sprinkles",51db37c5176fe9790a89933c,51d2fd8ccc9bff111580ead3,36632009760,2,"Nonfat,  Strawberry Flavor, with Rainbow Sprinkles","Strawberry Flavored Nonfat Yogurt (Cultured Grade A Non Fat Milk, Sugar, Water, Modified Food Starch, Contains Less than 1% of Modified Corn Starch, Kosher Gelatin, Natural Flavors, Agar Agar, Beta Carotene and Black Carrot Juice Concentrate (for Color), Malic Acid, Potassium Sorbate (to Maintain Freshness), Sodium Citrate, Vitamin D3). Naturally and Artificially Flavored Sprinkles Topping (Sugar, Corn Starch, Palm Oil, Palm Kernel Oil, Dextrin, Confectioner's Glaze (Shellac) Contains Less than 1% of Soy Lecithin, Carnauba Wax, Red 3, Red 40, Blue 1 Lake, Yellow 5 Lake, Yellow 6 Lake, Red 40 Lake).",110,20,2,2,0,null,null,3,50,20,0,14,3,0,0,10,0,null,4,1,container,100,100,g,null,2014-11-24T20:24:24+00:00,null
Immaculate Baking Co.,Vanilla Sugar Cookies,51db37b9176fe9790a898c49,559a8e5795f6dfe42fd64407,665596099038,2,null,null,70,30,3.5,1.5,0,0,1.5,10,30,10,0,5,0.5,null,null,null,null,null,24,1,cookie,17,17,g,https://d1r9wva3zcpswd.cloudfront.net/559a8e6f0d5df1010b06a650.jpeg,2015-07-06T14:19:27+00:00,null
Unknown,French Bread,526831133203b9c3390001c8,55bb1771b7b4ce5e0f73bc26,41172000368,2,null,null,130,10,1.5,0.5,0,null,null,0,250,26,1,2,3,0,0,0,10,null,8,2,oz,58,58,g,https://d1r9wva3zcpswd.cloudfront.net/55bb196527d1bbae4747748c.jpeg,2015-07-31T06:44:53+00:00,null
My Essentials,Butter Pancake Syrup,51db37c5176fe9790a899358,52b65898ab70f55d2e0006fb,725439107136,2,null,null,210,0,0,null,null,null,null,null,140,53,0,29,0,null,null,null,null,null,12,0.25,cup,null,60,ml,https://d1r9wva3zcpswd.cloudfront.net/536bb5d0f1f85db0054dd55e.jpeg,2014-11-24T20:24:24+00:00,null
It's Delish,Pine Nuts,51db37c3176fe9790a899268,51c3d0ac97c3e6d8d3b50e25,99137205525,2,null,Pine Nuts.,213,189,21,2,0,null,null,0,0,4,2,1,3,0,0,0,0,null,2.8,0.25,cup,23,23,g,null,2014-11-24T20:24:24+00:00,null
Snapple,"Lemonade Iced Tea, Half & Half, Diet",51db37b3176fe9790a898712,51d2fb23cc9bff111580da5e,76183000199,2,"Half & Half, Diet","Our Real Tea Starts with the Finest Tea Leaves and is Made From: Filtered Water, Clarified Lemon Juice Concentrate, Citric Acid, Natural Flavors, Tea, Potassium Citrate, Sucralose, Acesulfame Potassium.",10,0,0,null,null,null,null,null,15,1,null,null,0,null,null,null,null,null,6,1,bottle,null,null,g,https://d1r9wva3zcpswd.cloudfront.net/536b8f92480d28113fe8d2f1.jpeg,2014-11-24T20:24:24+00:00,null
Pacific Gold,Pistachios,51db37cb176fe9790a8998aa,51c3643597c3e69de4b041de,20022010634,2,null,"Pistachios, Salt.",180,130,16,2,0,null,null,0,230,8,3,2,4,2,4,4,6,null,5,0.25,cup,28,28,g,null,2014-11-24T20:24:24+00:00,null
Comstock,"Pie Filling & Topping, Premium Dark Sweet Cherry",51db37b1176fe9790a898476,51c53ecc97c3e6efadd5aa90,41255431867,2,Premium Dark Sweet Cherry,"Dark Sweet Cherries, Water, Liquid Sugar (Natural Sugar, Water), Food Starch-Modified, Natural And Artificial Flavor, Artificial Color (Red 40), Erythorbic Acid (to Promote Color Retention).",70,0,0,0,0,null,null,0,25,18,0,14,0,0,0,0,0,null,7,89,G,89,89,g,null,2014-11-24T20:24:24+00:00,null
Whole Foods,Cranberry Couscous,5268310f3203b9c33900015e,550b06c0e267112c38544470,36406303117,2,null,null,310,150,17,1.5,0,null,null,null,140,35,3,9,5,0,4,null,4,null,3.5,4,oz,140,140,g,https://d1r9wva3zcpswd.cloudfront.net/550b07a3b6129de43be896f9.jpeg,2015-03-19T17:30:11+00:00,null
Brach's,Trail Mix Clusters,51db37e7176fe9790a89a6f5,55ba5304662a9d00795ded12,4141426,2,null,null,220,120,13,5,0,null,null,5,50,25,2,21,3,0,2,6,4,null,5,0.25,cup,43,43,g,https://d1r9wva3zcpswd.cloudfront.net/55ba5336662a9d00795ded2a.jpeg,2015-07-30T16:39:18+00:00,null
Snak King,Pop Grains Snack Squares,51db37b2176fe9790a898543,5600c1b46cfbe037067d4c64,78907399077,2,null,null,130,40,4.5,0,0,0,3,0,110,20,3,0,2,0,0,0,4,null,20,1,oz,28,28,g,https://d1r9wva3zcpswd.cloudfront.net/5600c3f495e068d83db77061.jpeg,2015-09-22T02:59:01+00:00,null
La Yogurt,"Rich & Creamy Variety Pack, Probiotic Banana & Strawberry Blended Lowfat Yogurt",51db37bc176fe9790a898df6,51c54acb97c3e6efadd608fe,53600001465,2,Probiotic Banana & Strawberry Blended Lowfat Yogurt,"Banana Ingredients: Cultured Pasteurized Grade A Lowfat Milk, Sugar, Nonfat, Milk Solids, Modified Cornstarch, Banana Puree, Fructose, Kosher Gelatin, Natural Flavors, Citric Acid, Potassium Sorbate (to Maintain Freshness), Turmeric (Color), Vitamin A Palmitate And Vitamin D3. Contains Active Yogurt With L. Bulgaricus, S. Thermophilus, Bifidobacterium Bb-12(R), L. Acidophilus And L. (Casei Cultures). Contains Milk. Gluten Free. Strawberry Ingredients: Cultured Pasteurized Grade A Lowfat Milk, Sugar, Nonfat Milk Solids, Modified Cornstarch, Strawberry Puree, Fructose, Kosher Gelatin, Natural Flavors, Potassium Sorbate (to Maintain Freshness), Citric Acid, Red 40, Vitamin A Palmitate And Vitamin D3. Contains Active Yogurt With L. Bulgaricus, S. Thermophilus, Bifidobacterium Bb-12(R), L. Acidophilus And L. Casei Cultures. Contains Milk.",180,15,1,1,0,null,null,10,100,33,0,29,7,15,4,25,0,null,null,170,G,170,170,g,null,2014-11-24T20:24:24+00:00,null
Davis Meats,Smoked Sausage,550fa3be8e6b0b9018425072,550fa43b1f5f82cb1e2c2578,18619418659,2,null,null,280,210,24,8,0,null,null,55,870,4,1,1,12,15,2,6,6,null,0,1,link,91,91,g,https://d1r9wva3zcpswd.cloudfront.net/550fa45b1f5f82cb1e2c258a.jpeg,2015-03-23T05:27:55+00:00,null
Essential Everyday,Premium Deli Turkey Breast,51db37b0176fe9790a8983ec,54be6c1130b9dfdc6a5bc7fa,41303029862,2,null,null,60,10,1,0,0,0,0,25,390,2,0,1,9,0,0,0,4,null,8,2,oz,56,56,g,https://d1r9wva3zcpswd.cloudfront.net/54be6da23b2abff06af10812.jpeg,2015-01-20T15:00:50+00:00,null
Southern Home,"Ravioli, Mini Beef, in Tomato & Meat Sauce",51db37b1176fe9790a8984b5,51c3d48c97c3e6d8d3b52e8d,7880702178,2,"Mini Beef, in Tomato & Meat Sauce","Water, Tomato Puree (Water, Tomato Paste), Enriched Wheat Flour (Flour, Malted Barley Flour, Niacin, Ferrous Sulfate, Thiamine Mononitrate, Riboflavin, Folic Acid), Beef, Crackermeal (Wheat Flour Enriched with Niacin, Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), High Fructose Corn Syrup, Salt, Carrots, Food Starch-Modified, Textured Vegetable Protein (Soy Flour, Caramel Color), Dehydrated Onion, Citric Acid, Caramel Color, Monosodium Glutamate, Enzyme Modified Cheddar Cheese (Cheddar Cheese [Pasteurized Milk, Cheese Cultures, Salt, Enzymes], Water, Sodium Citrate, Disodium Phosphate, Enzymes), Natural Flavor, Hydrolyzed Corn Gluten, Soy and Wheat Gluten Protein, Partially Hydrogenated Soybean and Cottonseed Oils.",220,60,7,2,null,null,null,10,1125,32,6,6,9,6,6,2,10,null,2,1,cup,null,null,null,null,2014-11-24T20:24:24+00:00,null
Market Pantry,"Cookies, White Frosted Mini Sugar",51db37b0176fe9790a8983f1,54dc4570060628e63e9ac632,85239441220,2,null,null,130,40,4.5,2,0,null,null,2.5,95,21,0,13,0.5,4,0,0,2,null,10,2,cookies,30,30,g,https://d1r9wva3zcpswd.cloudfront.net/54de669a613cd9670418e81c.jpeg,2015-02-13T21:03:22+00:00,null
SunRype,"Juice, Tropical Blend",51db37b0176fe9790a8983ed,550b5b10f42a6ae174f70aca,57961020745,2,null,null,130,null,0,0,0,null,null,0,20,31,0,30,1,2,100,2,2,null,null,250,ml,null,250,ml,https://d1r9wva3zcpswd.cloudfront.net/550b5c73d096291d2a2a2dfd.jpeg,2015-03-19T23:32:03+00:00,null
Sprouts Farmers Market,Kalamata Olive,5451514867447cde17be5fd8,55a2794049b57637569e529a,657082002844,2,null,null,150,25,3,0,0,null,null,0,330,26,2,0,4,0,0,0,6,null,7,57,g,57,57,g,https://d1r9wva3zcpswd.cloudfront.net/55a27b32b5320f704f7156ea.jpeg,2015-07-12T14:35:30+00:00,null
Mama Rosie's,Regular Cheese Ravioli,51db37b3176fe9790a898650,51c3f8eb97c3e6dfa4deff33,76239420605,2,null,"Ricotta Cheese (Whey, Milk, Cream, Vinegar), Enriched Durum Flour (Flour, Niacin, Ferrous Sulfate, Thiamine Mononitrate, Riboflavin, Folic Acid), Water, Egg Whites (Egg Whites, Water, Guar Gum), Imported Pecorino Romano Cheese (Sheep's Milk, Rennet), Sea Salt and Spices.",250,35,4,2,0,null,null,45,180,40,2,3,13,6,0,10,10,null,6,9,pieces,null,null,null,null,2014-11-24T20:24:24+00:00,null
El Paso Chile Company,"Drink Mix, Appletini",51db37dc176fe9790a89a08e,51c3fcfa97c3e6dfa4df1c7b,19212910069,2,Appletini,"Drink Mix: Sucrose, Citric Acid. Modified Food Starch, Partially Hydrogenated Soybean and Cottonseed Oil. Flavor Concentrate: Filtered Water, Natural and Artificial (Apple) Flavors, Yellow 5 and Blue1.",150,0,0,null,null,null,null,null,0,47,null,44,0,0,0,0,0,null,16,6,oz,44,44,g,null,2014-11-24T20:24:24+00:00,null
Giant,Santa Fe Style Salad,51db37b0176fe9790a8983ef,5460ed29a7f2fb4538e91f72,688267147265,2,null,null,280,170,19,4,0,null,null,30,540,16,2,4,11,90,10,10,6,null,null,1,container,177,177,g,https://d1r9wva3zcpswd.cloudfront.net/5460f3138e3df2917ff6359d.jpeg,2014-11-24T20:24:24+00:00,null
Nature Valley,"Sweet & Salty, Dark Chocolate Nut",51db37cb176fe9790a8998a7,5464c81da9ffad0169a89b54,65633506893,2,null,null,170,72,8,3,0,null,null,0,125,21,2,9,3,0,0,2,4,null,1,1,bar,35,35,g,https://d1r9wva3zcpswd.cloudfront.net/5464cc53836c82a558165951.jpeg,2014-11-24T20:24:24+00:00,null
Shenandoahs Pride,"Milk, Lowfat, Ultimate Chocolate, 1% Milkfat",51db37bc176fe9790a898e53,51c3c0d797c3e6d8d3b49280,79967132420,2,"Lowfat, Ultimate Chocolate, 1% Milkfat","Skim Milk, Milk, Sugar, Cocoa (Processed with Alkali), Corn Starch, Salt, Carrageenan, Guar Gum, Artificial Flavor, Vitamin A Palmitate and Vitamin D3.",180,25,2,1,0,null,null,10,210,32,0,30,8,10,0,30,0,null,8,1,cup,null,null,null,null,2014-11-24T20:24:24+00:00,null
Priyems Dosa Batter,Rice-Lentil Crepe Batter,5505889677b7c8f122a47f06,5505887ddfc7e5791f579355,804879328513,2,null,null,120,5,0,0,0,null,null,0,160,24,3,1,3,0,2,2,4,null,12,1,dosa,65,65,g,https://d1r9wva3zcpswd.cloudfront.net/5505898fdfc7e5791f57938b.jpeg,2015-03-15T13:30:55+00:00,null
Bumble Bar,"Organic Energy Bar, Original with Almond",51db37bf176fe9790a898f53,51c3fdf997c3e6dfa4df238e,60590041357,2,Original with Almond,"Organic Sesame Seeds, Organic Almonds, Organic Brown Rice Syrup, Organic Evaporated Cane Juice, Organic Flax Seeds, Organic Extract of Vanilla, Organic Cinnamon, Sea Salt, Natural Vitamin E for Freshness. Processing Agents: Organic Sunflower Oil and/or Organic Safflower Oil. Gluten free.",230,130,15,2,null,null,null,0,60,20,4,11,5,0,0,25,20,null,15,1,bar,null,null,null,null,2014-11-24T20:24:24+00:00,null
Contadina,"Tomato Paste, Club Pack",51db37e3176fe9790a89a4b7,51c53f3497c3e6efadd5ad9c,24000045564,2,Club Pack,Tomatoes.,30,0,0,null,0,null,null,null,20,6,1,3,2,10,10,0,4,null,96,33,G,33,33,g,null,2014-11-24T20:24:24+00:00,null
Sensations,Black Bean & Corn Salsa,5478e7fdfb51561224943d49,556c661169d2b26d39ada1a5,623682108378,2,null,null,25,null,0,0,0,null,null,0,320,5,1,3,1,4,4,0,4,null,null,0.25,cup,null,60,ml,https://d1r9wva3zcpswd.cloudfront.net/556c65e59aba6c422b844c9b.jpeg,2015-06-01T14:02:14+00:00,null
Lean Pockets,"Sandwiches, Ham & Cheese, Whole Grain Crust",51db381f176fe9790a89b66e,51d2f7a4cc9bff111580c414,43695083002,2,"Ham & Cheese, Whole Grain Crust","Water, Ham Turkey Added Ground & Formed Natural Hickory Smoke Flavor Added (Contains Up to 18% of Water, Dextrose, Salt, Sugar, Sodium Phosphates, Natural Hickory Smoke Flavor, Flavorings, Sodium Erythorbate, Sodium Nitrite), Whole Wheat Flour, Unbleached Enriched Flour (Wheat Flour [Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid]), Reduced Fat Cheddar Cheese (Pasteurized Part-Skim Milk, Cheese Cultures, Salt, Enzymes, Annatto, Vitamin A Palmitate), Seasoning (Corn Maltodextrin, Whey, Buttermilk Powder, Cheddar Cheese [Milk, Cheese Cultures, Salt, Enzymes], Palm Oil, Salt, Corn Syrup Solids, Sugar, Sunflower Oil, Modified Corn Starch, Methyl Cellulose, Dehydrated Garlic, Citric Acid, Titanium Dioxide, Disodium Phosphate, Sodium Phosphate, Lactic Acid, Blue Cheese [Milk, Cheese Cultures, Salt, Enzymes], Sodium Caseinate [Milk], Dipotassium Phosphate, Disodium Inosinate & Guanylate, Natural & Artificial Flavor, Extractives of Paprika, Extractives of Turmeric), Margarine (Partially Hydrogenated Soybean Oil, Palm Oil, Water, Partially Hydrogenated Cottonseed Oil, Sugar, Mono- and Diglycerides, Artificial Flavor, Soybean Lecithin, Potassium Sorbate and Citric Acid [Preservatives], Colored with Annatto and Turmeric, Vitamin A Palmitate), Less than 2% Sugar, Modified Food Starch, Whey, Non Fat Dry Milk, Partially Hydrogenated Palm Kernel Oil (with Soy Lecithin), Dough Conditioner (Calcium Sulfate, Salt, L-Cysteine Hydrochloride, Garlic Powder, Tricalcium Phosphate, Enzymes), Unbleached Enriched Flour (Wheat Flour, Malted Barley Flour, Niacin, Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Egg Yolks, Yeast, Methylcellulose, Salt, Soy Flour, Egg Whites, Soybean Oil.",270,70,8,4,null,null,null,25,490,40,3,6,12,4,0,25,15,null,2,1,piece,127,127,g,null,2014-11-24T20:24:24+00:00,null
Black Tie,Quesadilla Cornucopia,51db381b176fe9790a89b56c,51c3c85497c3e6d8d3b4c9ad,77694782123,2,null,"Filling: Monterey Jack Cheese with Jalapeno Peppers (Monterey Jack Cheese [Milk, Cheese Culture, Salt, Enzymes], Water, Jalapeno Peppers [Jalapeno Pepper, Vinegar, Salt], Sodium Phosphate, Milkfat, Salt, Sodium Hexametaphosphate), Pasteurized Processed Cheddar Cheese ([Milk, Cheese Culture, Salt, Enzymes], Water, Sodium Phosphate, Milkfat, Cellulose Gel, Sodium Hexametaphosphate, Salt, Artificial Color), Tomato, Bell Pepper, Onion, Green Onion, Cilantrol, Problano Pepper, Margarine (Soybean Oil, Partially Hydrogenated Soybean Oil, Water, Salt, Whey, Soy Lecithin, Sodium Benzoate and Citric Acid as Preservatives, Soybean Mono and Diglycerides, Artificial Flavor, Beta Carotene [Color], Added Vitamin A Palmitate), Soybean Oil, Garlic, Modified Food Starch. Tortilla: Enriched Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), 100% Vegetable Shortening, Salt, Baking Powder (Sodium Acid Pyrophosphate, Bicarbonate Soda, Corn Starch, Mono Calcium Phosphate), Water, Calcium Propionate. Flour Paste: Water, Flour (Bleached Wheat Flour, Malted Barley Flour).",350,150,17,8,null,null,null,35,810,36,2,2,13,20,40,20,15,null,2.5,5,pieces,119,119,g,null,2014-11-24T20:24:24+00:00,null
Hormel,Noodles & Beef,51db37b6176fe9790a89899b,55974284e43798226d98d554,37600469623,2,null,null,150,20,2,1,0,null,null,25,940,26,3,2,7,6,0,2,4,null,1,1,tray,213,213,g,https://d1r9wva3zcpswd.cloudfront.net/559743eb131177c0181afa39.jpeg,2015-07-04T02:24:43+00:00,null
Royal Dansk,"Luxury Wafers, Vanilla",51db37ba176fe9790a898cbd,51c3f06297c3e6de73cbc594,77330570060,2,Vanilla,"Sugar, Wheat Flour, Palm Oil, Tapioca Starch, Dextrin, Whey, Rice Flour, Milk, Dairy Creamer (Whey, Vegetable Oils [Coconut, Palm], Natural Flavor, Soy Lecithin), Salt, Soy Lecithin, Artificial Flavors (Vanilla, Milk), and Eggs.",130,45,5,2,0,null,null,0,70,21,0,7,1,0,0,0,0,null,13,3,pieces,28.5,28.5,g,null,2014-11-24T20:24:24+00:00,null
